uniprot_id
A1L157
Q6P9F5
Q7RTY3
Q6PID6
Q7Z4M0
P02647
Q6P2I7
P42574
Q5VST6
A0A2R8YEH3
A6NKD2
Q9NYW2
Q8NH60
Q8NGE8
O75821
Q9Y576
Q5VT66
Q13825
Q9UJ70
Q15329
