uniprot_id
A0A005
A0A006
A0A008
A0A009DWF5
A0A009DWP3
A0A009DXE7
A0A009E034
A0A009E088
A0A009E0W0
A0A009E233
A0A009E5D3
A0A009E6U8
A0A009E8Z6
A0A009E947
A0A009E9E8
A0A009E9H9
A0A009EA76
A0A009EAJ8
A0A009EB54
A0A009EC08
A0A009ECB3
A0A009ECD3
A0A009ECM9
A0A009ECN6
A0A009ECP1
A0A009ECR1
A0A009ECT1
A0A009ECT9
A0A009ECU8
A0A009ED28
A0A009ED70
A0A009EDC1
A0A009EDZ8
A0A009EEP9
A0A009EF40
A0A009EFL0
A0A009EFX8
A0A009EFY2
A0A009EGW2
A0A009EHH0
A0A009EHH9
A0A009EI38
A0A009EIM7
A0A009EJ31
A0A009EJ95
A0A009EK04
A0A009EK12
A0A009EK36
A0A009ELA9
A0A009ELC0
A0A009ELH4
A0A009ELI3
A0A009ELJ1
A0A009ELJ2
A0A009ELK6
A0A009ELN9
A0A009ELR5
A0A009ELR7
A0A009ELT9
A0A009ELU4
A0A009ELZ0
A0A009EM11
A0A009EM61
A0A009EM92
A0A009EME1
A0A009EME9
A0A009EMH5
A0A009EMI1
A0A009EMP2
A0A009EMZ3
A0A009EN21
A0A009EN24
A0A009EN34
A0A009EN42
A0A009EN54
A0A009EN70
A0A009EN75
A0A009EN87
A0A009ENC1
A0A009ENF5
A0A009ENG0
A0A009ENH6
A0A009ENI4
A0A009ENL8
A0A009ENM3
A0A009ENP0
A0A009ENW1
A0A009ENW7
A0A009EP39
A0A009EP43
A0A009EP69
A0A009EP72
A0A009EP83
A0A009EP94
A0A009EPA0
A0A009EPD8
A0A009EPH1
A0A009EPI1
A0A009EPJ8
A0A009EPJ9
