uniprot_id
A0A3G5AHW5
A0A6J5SEG8
D0EWZ2
A0A1L3KG35
A0A4D6FC13
A0A8S5NA21
A0A6N1NWP1
W8CZE0
A0A8F5RC84
UPI001EA56C5A
A0A3G5A7R4
A0A1P8VIR5
A0A8S5T1K2
A0A8S5Q0E9
A0A7G5M3E4
A0A6J7X3Q4
S4VWL8
B7U7B6
A0A7G9U8B1
A0A7T9B1A5
A0A514TWG3
A0A1L7BBW3
