uniprot_id
A0A6J5M8N3
A0A075M0B1
A0A0D3R251
A0A410T7W6
Q3I829
A0A8S5PL20
A0A0H3TM26
A0A8S5L7X0
K4FB05
Q91TH9
A0A1B1IUM7
D6PFV7
Q6B461
H6UYQ2
A0A2P1JXW3
Q90160
UPI001E78D3CA
F4N9S2
A7IU06
