uniprot_id
A0A023GZ41
A0A023H4N3
A0A023H4R8
A0A023H4Z6
A0A023H582
A0A023HHG4
A0A023HJL8
A0A023I4L3
A0A023IN43_1
A0A023IN43_2
A0A023ITM5
A0A023J2V0
A0A023J2V8
A0A023J4L4
A0A023J4L6
A0A023J821
A0A023JG24
A0A023LQ33
A0A023M627
A0A023M643
A0A023M660
A0A023MGZ0
A0A023MHB6
A0A023MHC3
A0A023MHC8
A0A023MHC9
A0A023MHE8
A0A023MHF1
A0A023MHG7
A0A023MHG8
A0A023MHI4
A0A023MHK5
A0A023MHN1
A0A023MHP1
A0A023MHT5
A0A023MHU9
A0A023MI00
A0A023MI69
A0A023MI71
A0A023MI74
A0A023MI86
A0A023MIA9
A0A023MIB3
A0A023MID3
A0A023MID5
A0A023MIE2
A0A023MIE6
A0A023MIF1
A0A023MIF3
A0A023MIF9
A0A023MIH9
A0A023MIJ4
A0A023MIJ9
A0A023MIK6
A0A023MIL2
A0A023MIL8
A0A023MIM7
A0A023MIN1
A0A023MIP2
A0A023MIQ7
A0A023NFA8
A0A023NG21
A0A023NG78
A0A023NG79
A0A023NG82
A0A023NG84
A0A023NG96
A0A023NG97
A0A023NGA2
A0A023NGA4
A0A023NGA6
A0A023NGB8
A0A023NGC2
A0A023NGD1
A0A023NGD4
A0A023NGD6
A0A023NGD8
A0A023NGE2
A0A023NGE9
A0A023NGF1
A0A023NGF9
A0A023NGG1
A0A023NGH2
A0A023NGM4
A0A023NGN0
A0A023NGN3
A0A023NGP0
A0A023NGP4
A0A023NGP5
A0A023NGP6
A0A023NGQ0
A0A023NGQ2
A0A023NGQ6
A0A023NGR1
A0A023NGR8
A0A023NGS6
A0A023NGT4
A0A023NGT8
A0A023NGU4
A0A023NGU9
A0A023NGV0
A0A023NGV4
A0A023NGW2
A0A023NGW5
A0A023NGW6
A0A023NGW8
A0A023NGX0
A0A023NGX3
A0A023NGX5
A0A023NGX7
A0A023NGY0
A0A023NGY3
A0A023NGY9
A0A023NGZ4
A0A023NGZ6
A0A023NH00
A0A023NH04
A0A023NH06
A0A023NH10
A0A023NH13
A0A023NH17
A0A023NH24
A0A023NH27
A0A023NH34
A0A023NH39
A0A023NH41
A0A023NH49
A0A023NHA3
A0A023NHD9
A0A023NHE3
A0A023NHE7
A0A023NHI8
A0A023NHJ1
A0A023NHJ5
A0A023NHJ9
A0A023NHK2
A0A023NHK5
A0A023NHK7
A0A023NHL2
A0A023NHL5
A0A023NHL7
A0A023NHM5
A0A023NHM6
A0A023NHM9
A0A023NHN1
A0A023NHN2
A0A023NHN6
A0A023NHP3
A0A023NHP7
A0A023NHQ1
A0A023NHQ5
A0A023NHQ8
A0A023NHQ9
A0A023NHR2
A0A023NHR9
A0A023NHS3
A0A023NHT5
A0A023NHT9
A0A023NHU2
A0A023NHU6
A0A023NHV6
A0A023NHW6
A0A023NI22
A0A023NI26
A0A023NI29
A0A023NI37
A0A023NI42
A0A023NI44
A0A023NI53
A0A023NI60
A0A023NI65
A0A023NI67
A0A023NI72
A0A023NI75
A0A023NI79
A0A023NI83
