uniprot_id
A0A0D3R251
A0A516M4H0
A0A8S5N5V8
A0A8S5PQX5
A0A1L7DQD7
A0A8K1J989
A0A8S5SEL3
A0A2P1JXW3
A0A024A105
A0A8S5LMW3
A0A1L7BBW3
A0A6J5M2V8
A0A889IQ25
I6S743
A0A8S5VDV1
A0A1X9ZE65
Q84517
A0A6B7HXB4
A0A346HWE3
A0A6J5SDL1
A0A3G5A0R2
A0A481TTY7
A0A8S0I413
A0A8S5RR02
A0A4D6BGK3
A0A8S5U119
A0A076G6X0
A0A1S5VFF1
A0A3G5A4J6
A0A514D6V3
A0A516LJ39
A0A4D6FC13
A0A8S5N039
R4II16
A0A8S5QGX4
A0A6G6XK59
A0A2U9A5T0
A0A8S5MUE2
A0A5Q2W9H8
A0A0B5IZ33
A0A6B9J048
A0A8S5T1K2
A0A5C0PVM1
A0A0A7DMR5
A0A8S5NIG4
A0A8S5P7F6
UPI001E716444
A0A2I7QYF1
A0A481Z7X6
A0A1Z2RXF0
A0A7T3TL62
A0A8S5V2E7
A0A2U7UAB0
A0A8S5QNM1
A0A6J5S9T2
A0A6J5PKD4
A0A345N071
A0A6J5MZ24
A0A346A5Z9
A0A7T9B1A5
A0A8S5LV59
A0A649Z6C2
Q94MS9
A0A6C0N656
A0A2I7QIK5
A0A3G5AHW5
V5L5M1
A0A2D1Q9Z3
A0A8S5VY74
A0A0F6WCM5
A0A2I7R4U1
A0A516M3Y6
J7QDH1
A0A8S5L493
G8DFL9
A0A385EE38
A0A6J7WU71
A0A6J7WK71
A0A8F5RC84
J9SGS2
A0A6J5MW02
F8TV94
A0A9E7QCJ9
C5IHJ7
A0A6G5YP29
A0A5B8WGH3
A0A8S5U2A2
A0A6G8RCH1
A0A894JRR9
R9VWC3
A0A2H4UU68
A0A8S5LZV5
A0A4P6VP57
A0A516LGD4
A0A1X7QGC7
A0A088FB08
A0A345MSI1
A0A7I8JUI7
A0A7D7B601
A0A2Z3DSJ4
A0A345MZ75
A0A3G5A1U7
A0A3G8F4W2
A0A514DF86
A0A1Y0SUJ2
A0A8S5T3S7
A0A5Q2W6J8
A0A1P8DTW9
A0A345MKF2
A0A8S5MUU5
A0A6M3GYM5
A0A8S5PNH5
A0A7T8C426
A0A8S5QVN0
A0A1L6BYS5
A0A5P8PK14
A0A2I7RYU8
Q84271
A0A2D1A4C6
A0A8S5Q0K6
A0A1L3KG35
A0A1L2BKH8
A0A7U0GCA6
A0A6J5N849
A0A8S5SPN0
A0A1C9EHR6
UPI000018F676
W8W1R7
A0A8S5M2A9
A0A8B0LNC3
A0A514TWG3
A0A110B6B1
A0A141GEY7
A0A8S5T138
A0A0M4RBY1
A0A8E4X413
A0A5S9ERJ6
A0A5J6TDJ3
A0A345Z0N8
A0A0K0N5I5
A7RB70
A0A7S5RAU5
A0A8S5M0T0
A0A345BPA8
A0A0M3N1X8
A0A218KCG3
A0A7S5T453
A0A142F069
A0A0A7NNQ1
A0A513Q8X8
A0A6G7PRU2
A0A1S5YD36
A0A8S5LTZ5
A0A8S5N1L4
A0A292GDT5
A0A142F089
A0A3G5A0A8
A0A6J5RC54
K0J203
A0A0N7C947
A0A6J5MYD6
A0A4D6B0W7
A0A5J6VLW8
E5DSC8
J9R048
A0A8S5RLU3
A0A0F7L6F9
A0A2P1GNZ0_1
A0A7S5R8H5
A0A6B9L721
A0A1X9SG85
W8CZE0
S4VWL8
A0A6M9Z6Y9
A0A142D868
A0A481Z4R1
A0A291LFP8
A0A141HS35
A0A660GBR6
A0A2I2L641
A0A6J5M579
A0A345MP11
A0A8D9UHL3
A0A8S5QTM4
A0A088FRJ5
A0A1S6L218
O55744
A0A8S5R163
Q83969
A0A6J5NRC1
A0A7D3V906
A0A6J5R266
A0A8S5LX72
A0A889IP76
A0A384ZW76
A7K8E1
A0A3G3BTG5
D3KDU7
A0A3P8MHE0
A0A8S5SNZ4
A0A886NI38
A0A0M4JK22
A0A8S5QRC5
A0A4D6A4Y2
A0A8S5LA61
A0A7G3W8S5
A0A516LZD0
A0A142CJ99
C9DG73
A0A7M1RZE8
A0A514D3Q6
A0A7T0NBQ6
A0A514A727
A0A7S6R7A1
A0A8E4VS41_2
A0A1L6BYL3
Q6VTW9
H6X4L5
A0A455LYC7
A0A2I2L4R2
A0A3G4ZZK1
A0A3G5A7R4
A0A3G2YTH5
E5EYI2
X5JAC9
A0A385ECI0
A0A2K9R4U2_1
A0A858NIW3
A0A291AV18
A0A7G8LPU0
K4P093
M4QPM5
A0A220NT21
A0A8S5SC55
A0A0C5KMH0
A0A8S5M3Y5
A0A2I7RID2
A0A5B8IHV9
A0A3T1CXM2
A0A6J5RSN3
