task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
34	61/4b3de1	20379	run_unidoc (1)	CACHED	0	2025-07-14 13:12:41.911	5.6s	5.6s	-	-	-	-	-
44	2f/10ea3c	20368	run_unidoc (3)	CACHED	0	2025-07-14 13:12:41.903	5.1s	5.1s	-	-	-	-	-
38	01/cc06c6	20772	run_merizo (7)	CACHED	0	2025-07-14 13:12:42.091	3m 2s	3m 2s	-	-	-	-	-
39	29/2e410c	20840	run_chainsaw (7)	CACHED	0	2025-07-14 13:12:42.139	43.1s	43.1s	-	-	-	-	-
48	75/38f901	20397	run_chainsaw (6)	CACHED	0	2025-07-14 13:12:41.949	45.4s	45.4s	-	-	-	-	-
36	2d/9c0cfc	20845	run_chainsaw (1)	CACHED	0	2025-07-14 13:12:42.145	38.6s	38.5s	-	-	-	-	-
40	38/e26553	20416	run_unidoc (2)	CACHED	0	2025-07-14 13:12:41.963	5.7s	5.6s	-	-	-	-	-
33	63/2ffae2	20226	run_unidoc (5)	CACHED	0	2025-07-14 13:12:41.649	6.3s	6.3s	-	-	-	-	-
42	da/65cb8d	20337	run_chainsaw (2)	CACHED	0	2025-07-14 13:12:41.866	47.3s	47.2s	-	-	-	-	-
50	09/03117d	94678	run_filter_domains (1)	COMPLETED	0	2025-07-14 14:41:40.424	4.7s	477ms	42.0%	5.5 MB	15.6 MB	688.8 KB	1.4 KB
51	b0/69c2c0	94672	collect_results (1)	COMPLETED	0	2025-07-14 14:41:40.410	6.2s	2.2s	202.6%	25.8 MB	1.7 GB	9.4 MB	904 B
49	e4/3dfd6e	94674	convert_files (1)	COMPLETED	0	2025-07-14 14:41:40.418	6.6s	2.6s	376.1%	27.4 MB	1.7 GB	18.2 MB	2.7 KB
52	2d/c44f17	95466	run_filter_domains_reformatted (1)	COMPLETED	0	2025-07-14 14:41:47.083	635ms	226ms	88.4%	6.5 MB	15.9 MB	1.3 MB	2.6 KB
53	14/497ef7	95623	run_get_consensus (1)	COMPLETED	0	2025-07-14 14:41:47.746	6s	5.5s	183.1%	921.3 MB	2.5 GB	12.5 MB	1.8 KB
54	ef/d6c30a	96107	run_filter_consensus (1)	COMPLETED	0	2025-07-14 14:41:53.761	655ms	233ms	90.2%	6.5 MB	16 MB	1.1 MB	1.5 KB
55	d0/609716	96259	chop_pdb (1)	COMPLETED	0	2025-07-14 14:41:54.450	2.5s	1.1s	78.9%	5.2 MB	15.6 MB	10.4 MB	2.1 MB
57	76/81a70c	96479	run_plddt (1)	COMPLETED	0	2025-07-14 14:41:57.036	849ms	181ms	78.8%	5.8 MB	15.7 MB	1.8 MB	717 B
56	37/05b334	97085	run_stride (1)	COMPLETED	0	2025-07-14 14:41:57.175	1.5s	576ms	44.0%	1.7 MB	4.2 MB	1.2 MB	177.3 KB
65	b2/1f2bb3	96498	create_md5 (7)	COMPLETED	0	2025-07-14 14:41:57.051	1.6s	1.2s	157.6%	31.6 MB	1.7 GB	4.1 MB	368 B
75	0e/d2a70b	96513	create_md5 (17)	COMPLETED	0	2025-07-14 14:41:57.064	1.6s	1.2s	142.1%	28.8 MB	1.7 GB	4.1 MB	407 B
62	8b/024b12	96504	create_md5 (4)	COMPLETED	0	2025-07-14 14:41:57.058	1.7s	1.2s	148.7%	31.7 MB	1.7 GB	4.1 MB	394 B
64	20/22cf25	96545	create_md5 (6)	COMPLETED	0	2025-07-14 14:41:57.077	1.7s	1.2s	208.1%	26.8 MB	1.7 GB	4.1 MB	369 B
76	f5/338864	96692	create_md5 (18)	COMPLETED	0	2025-07-14 14:41:57.112	1.6s	1.2s	169.2%	31.6 MB	1.7 GB	4.1 MB	370 B
59	13/fa3590	96486	create_md5 (1)	COMPLETED	0	2025-07-14 14:41:57.044	1.7s	1.3s	149.8%	26.8 MB	1.7 GB	4.2 MB	462 B
