task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
73	6b/61da6b	201752	create_md5 (15)	COMPLETED	0	2025-07-14 15:08:12.961	1.8s	1.2s	383.1%	6.3 MB	15.9 MB	4.1 MB	369 B
89	19/035d92	205036	summarise_stride (12)	COMPLETED	0	2025-07-14 15:08:14.175	684ms	176ms	67.3%	5.8 MB	15.7 MB	656.3 KB	439 B
94	ef/c5fab3	205035	summarise_stride (17)	COMPLETED	0	2025-07-14 15:08:14.168	697ms	156ms	77.0%	6 MB	15.9 MB	661.7 KB	448 B
86	d4/ed0f01	205049	summarise_stride (9)	COMPLETED	0	2025-07-14 15:08:14.189	679ms	162ms	79.1%	5.5 MB	15.6 MB	655.4 KB	443 B
92	29/226ec9	205060	summarise_stride (15)	COMPLETED	0	2025-07-14 15:08:14.195	676ms	170ms	71.9%	5.5 MB	15.6 MB	658.2 KB	439 B
84	8d/f16899	205116	summarise_stride (7)	COMPLETED	0	2025-07-14 15:08:14.215	658ms	162ms	89.4%	5.8 MB	15.7 MB	658 KB	443 B
81	59/9e57c7	205140	summarise_stride (4)	COMPLETED	0	2025-07-14 15:08:14.221	656ms	165ms	91.6%	5.5 MB	15.6 MB	660.3 KB	443 B
93	a4/03597c	205222	summarise_stride (16)	COMPLETED	0	2025-07-14 15:08:14.239	656ms	167ms	91.9%	5.8 MB	15.9 MB	670.7 KB	449 B
83	7d/3a499d	205070	summarise_stride (6)	COMPLETED	0	2025-07-14 15:08:14.200	737ms	161ms	90.9%	6 MB	15.9 MB	658.2 KB	443 B
78	ab/15b7a4	205095	summarise_stride (1)	COMPLETED	0	2025-07-14 15:08:14.207	734ms	171ms	95.8%	5.8 MB	15.9 MB	666.9 KB	445 B
95	8b/0dca7f	205196	summarise_stride (18)	COMPLETED	0	2025-07-14 15:08:14.234	709ms	164ms	88.6%	6 MB	15.9 MB	658.3 KB	447 B
96	00/174e6d	205254	summarise_stride (19)	COMPLETED	0	2025-07-14 15:08:14.245	699ms	176ms	88.5%	5.8 MB	15.9 MB	659.2 KB	447 B
87	ca/6bbc47	205374	summarise_stride (10)	COMPLETED	0	2025-07-14 15:08:14.263	683ms	154ms	86.6%	5.8 MB	15.9 MB	660.3 KB	444 B
82	33/232601	205434	summarise_stride (5)	COMPLETED	0	2025-07-14 15:08:14.269	679ms	164ms	82.5%	5.8 MB	15.9 MB	659.9 KB	444 B
85	05/2cc62c	205561	summarise_stride (8)	COMPLETED	0	2025-07-14 15:08:14.283	667ms	153ms	92.5%	5.5 MB	15.6 MB	665.6 KB	444 B
79	6a/67eb26	205040	summarise_stride (2)	COMPLETED	0	2025-07-14 15:08:14.181	772ms	172ms	86.6%	5.8 MB	15.7 MB	658.7 KB	444 B
91	84/41bfb7	205168	summarise_stride (14)	COMPLETED	0	2025-07-14 15:08:14.227	728ms	168ms	90.7%	5.2 MB	15.6 MB	669.9 KB	442 B
90	f3/423426	205348	summarise_stride (13)	COMPLETED	0	2025-07-14 15:08:14.255	701ms	168ms	91.1%	5.3 MB	15.6 MB	663 KB	439 B
88	3c/4f7572	205287	summarise_stride (11)	COMPLETED	0	2025-07-14 15:08:14.250	713ms	178ms	90.9%	5.5 MB	15.6 MB	659.2 KB	439 B
80	03/6353b0	205498	summarise_stride (3)	COMPLETED	0	2025-07-14 15:08:14.277	719ms	182ms	93.2%	5.5 MB	15.6 MB	665.6 KB	445 B
97	17/733ff7	208929	join_plddt_md5 (1)	COMPLETED	0	2025-07-14 15:08:14.762	277ms	11ms	103.6%	0	0	73.7 KB	1.4 KB
98	e6/d6dbbd	209306	transform_consensus (1)	COMPLETED	0	2025-07-14 15:08:15.100	1.7s	1.1s	580.6%	7 MB	16.2 MB	9.2 MB	1.7 KB
99	47/a0dcf6	209668	run_AF_domain_id (1)	COMPLETED	0	2025-07-14 15:08:16.793	1.3s	115ms	35.5%	2.5 MB	8.1 MB	85 KB	567 B
57	c6/3281e3	201010	run_measure_globularity (1)	COMPLETED	0	2025-07-14 15:08:12.804	5.3s	3.9s	181.0%	66.4 MB	1.7 GB	11 MB	6.9 KB
100	14/78923e	209867	collect_results_final (1)	COMPLETED	0	2025-07-14 15:08:18.108	1.5s	1.1s	583.6%	6 MB	15.9 MB	9.1 MB	4.8 KB
